inputfile,outputfile,vowel,interval,duration,start,end,previous_sound,next_sound,omit,stress,word,word_interval,word_start,word_end,previous_word,next_word
S16_selected_tokens,S16_selected_tokens_0001,EH,2,0.12,0.04,0.16,-,-,0,1,dental,1,0,0.69,-,-
S16_selected_tokens,S16_selected_tokens_0002,EH,4,0.06999999999999995,0.7619,0.8319,-,-,0,1,dental,3,0.7119,1.4519,-,-
S16_selected_tokens,S16_selected_tokens_0003,EH,6,0.08999999999999986,1.6124,1.7024,-,-,0,1,friendless,5,1.4724,2.4124,-,-
S16_selected_tokens,S16_selected_tokens_0004,EH,8,0.08000000000000007,2.6071,2.6871,-,-,0,1,friendless,7,2.4371,3.4071,-,-
S16_selected_tokens,S16_selected_tokens_0005,EH,10,0.0900000000000003,3.51,3.6,-,-,0,1,gemstone,9,3.43,4.32,-,-
S16_selected_tokens,S16_selected_tokens_0006,EH,12,0.07000000000000028,4.4334,4.5034,-,-,0,1,gemstone,11,4.3434,5.2134,-,-
S16_selected_tokens,S16_selected_tokens_0007,EH,14,0.09999999999999964,5.311,5.411,-,-,0,1,lemon,13,5.231,5.871,-,-
S16_selected_tokens,S16_selected_tokens_0008,EH,16,0.09000000000000075,5.9838,6.0738,-,-,0,1,lemon,15,5.8938,6.5638,-,-
S16_selected_tokens,S16_selected_tokens_0009,EH,18,0.1200000000000001,6.8604,6.9804,-,-,0,1,spenders,17,6.6104,7.6804,-,-
S16_selected_tokens,S16_selected_tokens_0010,EH,20,0.07000000000000028,7.9619,8.0319,-,-,0,1,spenders,19,7.7319,8.7619,-,-
S16_selected_tokens,S16_selected_tokens_0011,EH,22,0.08000000000000007,8.9231,9.0031,-,-,0,1,tendons,21,8.8131,9.7131,-,-
S16_selected_tokens,S16_selected_tokens_0012,EH,24,0.0600000000000005,9.8407,9.9007,-,-,0,1,tendons,23,9.7607,10.6507,-,-
S16_selected_tokens,S16_selected_tokens_0013,EH,26,0.09999999999999964,10.7355,10.8355,-,-,0,1,venture,25,10.7055,11.4455,-,-
S16_selected_tokens,S16_selected_tokens_0014,EH,28,0.07000000000000028,11.5284,11.5984,-,-,0,1,venture,27,11.4984,12.2884,-,-
S16_selected_tokens,S16_selected_tokens_0015,EH,30,0.08999999999999986,12.3951,12.4851,-,-,0,1,generates,29,12.3351,13.1751,-,-
S16_selected_tokens,S16_selected_tokens_0016,EH,32,0.05000000000000071,13.2668,13.3168,-,-,0,1,generates,31,13.1968,14.0568,-,-
S16_selected_tokens,S16_selected_tokens_0017,EH,34,0.07000000000000028,14.2112,14.2812,-,-,0,1,sentiments,33,14.0812,14.9912,-,-
S16_selected_tokens,S16_selected_tokens_0018,EH,36,0.05000000000000071,15.1434,15.1934,-,-,0,1,sentiments,35,15.0434,15.9234,-,-
S16_selected_tokens,S16_selected_tokens_0019,EH,38,0.07000000000000028,16.0114,16.0814,-,-,0,1,ventilates,37,15.9414,16.8214,-,-
S16_selected_tokens,S16_selected_tokens_0020,EH,40,0.05000000000000071,16.9123,16.9623,-,-,0,1,ventilates,39,16.8423,17.6623,-,-
S16_selected_tokens,S16_selected_tokens_0021,IY,42,0.14999999999999858,17.7677,17.9177,-,-,0,1,fieldwork,41,17.6777,18.4977,-,-
S16_selected_tokens,S16_selected_tokens_0022,IY,44,0.08000000000000185,18.8007,18.8807,-,-,0,1,fieldwork,43,18.6707,19.6507,-,-
S16_selected_tokens,S16_selected_tokens_0023,IY,46,0.1999999999999993,19.9666,20.1666,-,-,0,1,ceiling,45,19.8466,20.5666,-,-
S16_selected_tokens,S16_selected_tokens_0024,IY,48,0.129999999999999,20.8149,20.9449,-,-,0,1,ceiling,47,20.6149,21.3849,-,-
S16_selected_tokens,S16_selected_tokens_0025,IY,50,0.1700000000000017,21.5798,21.7498,-,-,0,1,healers,49,21.4098,22.3298,-,-
S16_selected_tokens,S16_selected_tokens_0026,IY,52,0.10999999999999943,22.4393,22.5493,-,-,0,1,healers,51,22.3893,23.1093,-,-
S16_selected_tokens,S16_selected_tokens_0027,IY,54,0.15000000000000213,23.2032,23.3532,-,-,0,1,mealtime,53,23.1332,24.0532,-,-
S16_selected_tokens,S16_selected_tokens_0028,IY,56,0.10000000000000142,24.1774,24.2774,-,-,0,1,mealtime,55,24.0774,24.9674,-,-
S16_selected_tokens,S16_selected_tokens_0029,IY,58,0.17999999999999972,25.0879,25.2679,-,-,0,1,peeling,57,24.9879,25.6879,-,-
S16_selected_tokens,S16_selected_tokens_0030,IY,60,0.129999999999999,25.8293,25.9593,-,-,0,1,peeling,59,25.7393,26.4493,-,-
S16_selected_tokens,S16_selected_tokens_0031,IY,62,0.16000000000000014,26.5081,26.6681,-,-,0,1,wheelchair,61,26.4681,27.3481,-,-
S16_selected_tokens,S16_selected_tokens_0032,IY,64,0.0799999999999983,27.4083,27.4883,-,-,0,1,wheelchair,63,27.3683,28.1583,-,-
S16_selected_tokens,S16_selected_tokens_0033,IY,66,0.1700000000000017,28.2393,28.4093,-,-,0,1,wielding,65,28.2093,29.0293,-,-
S16_selected_tokens,S16_selected_tokens_0034,IY,68,0.10999999999999943,29.1187,29.2287,-,-,0,1,wielding,67,29.0487,29.8187,-,-
S16_selected_tokens,S16_selected_tokens_0035,IY,70,0.16000000000000014,30.0592,30.2192,-,-,0,1,steelworks,69,29.8692,30.9392,-,-
S16_selected_tokens,S16_selected_tokens_0036,IY,72,0.08999999999999986,31.265,31.355,-,-,0,1,steelworks,71,30.985,32.175,-,-
S16_selected_tokens,S16_selected_tokens_0037,IY,74,0.1700000000000017,32.244,32.414,-,-,0,1,dealership,73,32.194,33.144,-,-
S16_selected_tokens,S16_selected_tokens_0038,IY,76,0.10000000000000142,33.247,33.347,-,-,0,1,dealership,75,33.197,34.087,-,-
S16_selected_tokens,S16_selected_tokens_0039,IY,78,0.1699999999999946,34.1741,34.3441,-,-,0,1,wheelbarrow,77,34.1341,35.0841,-,-
S16_selected_tokens,S16_selected_tokens_0040,IY,80,0.10000000000000142,35.2033,35.3033,-,-,0,1,wheelbarrow,79,35.1333,36.0933,-,-
S16_selected_tokens,S16_selected_tokens_0041,OW,122,0.1700000000000017,51.2211,51.3911,-,-,0,1,coding,121,51.1011,51.8311,-,-
S16_selected_tokens,S16_selected_tokens_0042,OW,124,0.18999999999999773,51.9632,52.1532,-,-,0,1,coding,123,51.8532,52.6132,-,-
S16_selected_tokens,S16_selected_tokens_0043,OW,126,0.23999999999999488,52.6867,52.9267,-,-,0,1,goaded,125,52.6367,53.3167,-,-
S16_selected_tokens,S16_selected_tokens_0044,OW,128,0.22999999999999687,53.4251,53.6551,-,-,0,1,goaded,127,53.3751,54.0351,-,-
S16_selected_tokens,S16_selected_tokens_0045,OW,130,0.21999999999999886,54.1344,54.3544,-,-,0,1,hoses,129,54.0544,54.8844,-,-
S16_selected_tokens,S16_selected_tokens_0046,OW,132,0.22999999999999687,54.9904,55.2204,-,-,0,1,hoses,131,54.9004,55.7604,-,-
S16_selected_tokens,S16_selected_tokens_0047,OW,134,0.21999999999999886,55.8647,56.0847,-,-,0,1,modem,133,55.7847,56.4947,-,-
S16_selected_tokens,S16_selected_tokens_0048,OW,136,0.22999999999999687,56.6321,56.8621,-,-,0,1,modem,135,56.5121,57.2721,-,-
S16_selected_tokens,S16_selected_tokens_0049,OW,138,0.22000000000000597,57.3685,57.5885,-,-,0,1,posers,137,57.2885,58.1885,-,-
S16_selected_tokens,S16_selected_tokens_0050,OW,140,0.21999999999999886,58.2986,58.5186,-,-,0,1,posers,139,58.2086,59.1086,-,-
S16_selected_tokens,S16_selected_tokens_0051,OW,142,0.21000000000000085,59.185,59.395,-,-,0,1,robot,141,59.125,59.805,-,-
S16_selected_tokens,S16_selected_tokens_0052,OW,144,0.240000000000002,59.8788,60.1188,-,-,0,1,robot,143,59.8288,60.5088,-,-
S16_selected_tokens,S16_selected_tokens_0053,OW,146,0.21999999999999886,60.7135,60.9335,-,-,0,1,sojourn,145,60.5635,61.3735,-,-
S16_selected_tokens,S16_selected_tokens_0054,OW,148,0.3100000000000023,61.5273,61.8373,-,-,0,1,sojourn,147,61.3973,62.3073,-,-
S16_selected_tokens,S16_selected_tokens_0055,OW,150,0.22999999999999687,62.4855,62.7155,-,-,0,1,soda,149,62.3555,63.0555,-,-
S16_selected_tokens,S16_selected_tokens_0056,OW,152,0.23000000000000398,63.217,63.447,-,-,0,1,soda,151,63.077,63.767,-,-
S16_selected_tokens,S16_selected_tokens_0057,OW,154,0.14999999999999858,63.8791,64.0291,-,-,0,1,podium,153,63.7891,64.5291,-,-
S16_selected_tokens,S16_selected_tokens_0058,OW,156,0.15000000000000568,64.6488,64.7988,-,-,0,1,podium,155,64.5488,65.3188,-,-
S16_selected_tokens,S16_selected_tokens_0059,OW,158,0.14000000000000057,65.5007,65.6407,-,-,0,1,soberness,157,65.3707,66.3007,-,-
S16_selected_tokens,S16_selected_tokens_0060,OW,160,0.15000000000000568,66.5363,66.6863,-,-,0,1,soberness,159,66.3463,67.3563,-,-
S16_selected_tokens,S16_selected_tokens_0061,UW,162,0.1600000000000108,67.5058,67.6658,-,-,0,1,kudo,161,67.3758,68.0458,-,-
S16_selected_tokens,S16_selected_tokens_0062,UW,164,0.1599999999999966,68.2136,68.3736,-,-,0,1,kudo,163,68.0636,68.6736,-,-
S16_selected_tokens,S16_selected_tokens_0063,UW,166,0.1700000000000017,68.8875,69.0575,-,-,0,1,moody,165,68.7275,69.3375,-,-
S16_selected_tokens,S16_selected_tokens_0064,UW,168,0.1700000000000017,69.4906,69.6606,-,-,0,1,moody,167,69.3906,69.9606,-,-
S16_selected_tokens,S16_selected_tokens_0065,UW,170,0.23000000000000398,70.0966,70.3266,-,-,0,1,noodle,169,70.0066,70.6366,-,-
S16_selected_tokens,S16_selected_tokens_0066,UW,172,0.19000000000001194,70.734,70.924,-,-,0,1,noodle,171,70.654,71.264,-,-
S16_selected_tokens,S16_selected_tokens_0067,UW,174,0.18999999999999773,71.3747,71.5647,-,-,0,1,rudeness,173,71.2847,72.1447,-,-
S16_selected_tokens,S16_selected_tokens_0068,UW,176,0.23000000000000398,72.2087,72.4387,-,-,0,1,rudeness,175,72.1687,72.9587,-,-
S16_selected_tokens,S16_selected_tokens_0069,UW,178,0.21000000000000796,73.1219,73.3319,-,-,0,1,brooding,177,72.9819,73.7119,-,-
S16_selected_tokens,S16_selected_tokens_0070,UW,180,0.14000000000000057,73.9291,74.0691,-,-,0,1,brooding,179,73.7291,74.4491,-,-
S16_selected_tokens,S16_selected_tokens_0071,UW,182,0.18999999999999773,74.676,74.866,-,-,0,1,prudish,181,74.466,75.406,-,-
S16_selected_tokens,S16_selected_tokens_0072,UW,184,0.18999999999999773,75.6209,75.8109,-,-,0,1,prudish,183,75.4309,76.3109,-,-
S16_selected_tokens,S16_selected_tokens_0073,UW,186,0.1799999999999926,76.7248,76.9048,-,-,0,1,students,185,76.3648,77.4548,-,-
S16_selected_tokens,S16_selected_tokens_0074,UW,188,0.15000000000000568,77.8373,77.9873,-,-,0,1,students,187,77.4773,78.5173,-,-
S16_selected_tokens,S16_selected_tokens_0075,UW,190,0.1600000000000108,78.9339,79.0939,-,-,0,1,scooted,189,78.5639,79.4339,-,-
S16_selected_tokens,S16_selected_tokens_0076,UW,192,0.1600000000000108,79.8834,80.0434,-,-,0,1,scooted,191,79.5234,80.4034,-,-
S16_selected_tokens,S16_selected_tokens_0077,UW,194,0.1599999999999966,80.7188,80.8788,-,-,0,1,soothingly,193,80.4488,81.4188,-,-
S16_selected_tokens,S16_selected_tokens_0078,UW,196,0.15000000000000568,81.7284,81.8784,-,-,0,1,soothingly,195,81.5084,82.4684,-,-
S16_selected_tokens,S16_selected_tokens_0079,UW,198,0.09999999999999432,82.7536,82.8536,-,-,0,1,studious,197,82.5136,83.4036,-,-
S16_selected_tokens,S16_selected_tokens_0080,UW,200,0.12000000000000455,83.7229,83.8429,-,-,0,1,studious,199,83.4529,84.4829,-,-
S16_selected_tokens,S16_selected_tokens_0081,AE,202,0.25,84.634,84.884,-,-,0,1,candied,201,84.504,85.344,-,-
S16_selected_tokens,S16_selected_tokens_0082,AE,204,0.25,85.4558,85.7058,-,-,0,1,candied,203,85.3658,86.2258,-,-
S16_selected_tokens,S16_selected_tokens_0083,AE,206,0.14000000000000057,86.412,86.552,-,-,0,1,channeled,205,86.272,86.872,-,-
S16_selected_tokens,S16_selected_tokens_0084,AE,208,0.1700000000000017,87.0384,87.2084,-,-,0,1,channeled,207,86.9184,87.5484,-,-
S16_selected_tokens,S16_selected_tokens_0085,AE,210,0.1700000000000017,87.6626,87.8326,-,-,0,1,dancer,209,87.6026,88.3526,-,-
S16_selected_tokens,S16_selected_tokens_0086,AE,212,0.20000000000000284,88.4603,88.6603,-,-,0,1,dancer,211,88.4003,89.1603,-,-
S16_selected_tokens,S16_selected_tokens_0087,AE,214,0.21999999999999886,89.2764,89.4964,-,-,0,1,fancy,213,89.2064,89.9264,-,-
S16_selected_tokens,S16_selected_tokens_0088,AE,216,0.20999999999999375,90.0869,90.2969,-,-,0,1,fancy,215,89.9469,90.7169,-,-
S16_selected_tokens,S16_selected_tokens_0089,AE,218,0.18000000000000682,90.8269,91.0069,-,-,0,1,tantrums,217,90.7369,91.6969,-,-
S16_selected_tokens,S16_selected_tokens_0090,AE,220,0.18999999999999773,91.8245,92.0145,-,-,0,1,tantrums,219,91.7145,92.7245,-,-
S16_selected_tokens,S16_selected_tokens_0091,AE,222,0.21999999999999886,92.7835,93.0035,-,-,0,1,vanish,221,92.7435,93.5235,-,-
S16_selected_tokens,S16_selected_tokens_0092,AE,224,0.23999999999999488,93.61,93.85,-,-,0,1,vanish,223,93.54,94.31,-,-
S16_selected_tokens,S16_selected_tokens_0093,AE,226,0.1700000000000017,94.4439,94.6139,-,-,0,1,manager,225,94.3339,95.1839,-,-
S16_selected_tokens,S16_selected_tokens_0094,AE,228,0.18999999999999773,95.3579,95.5479,-,-,0,1,manager,227,95.2379,96.0679,-,-
S16_selected_tokens,S16_selected_tokens_0095,AE,230,0.1799999999999926,96.1983,96.3783,-,-,0,1,randomness,229,96.1183,97.1483,-,-
S16_selected_tokens,S16_selected_tokens_0096,AE,232,0.1700000000000017,97.2478,97.4178,-,-,0,1,randomness,231,97.1678,98.1878,-,-
S16_selected_tokens,S16_selected_tokens_0097,AE,234,0.21999999999999886,98.2465,98.4665,-,-,0,1,banditry,233,98.2065,99.0465,-,-
S16_selected_tokens,S16_selected_tokens_0098,AE,236,0.19999999999998863,99.1226,99.3226,-,-,0,1,banditry,235,99.0926,99.9126,-,-
S16_selected_tokens,S16_selected_tokens_0099,AE,238,0.1700000000000017,100.1107,100.2807,-,-,0,1,sanity,237,99.9707,100.8707,-,-
S16_selected_tokens,S16_selected_tokens_0100,AE,240,0.1799999999999926,101.0977,101.2777,-,-,0,1,sanity,239,100.9477,101.7777,-,-
S16_selected_tokens,S16_selected_tokens_0101,AE,242,0.2400000000000091,101.8624,102.1024,-,-,0,1,battles,241,101.8324,102.4824,-,-
S16_selected_tokens,S16_selected_tokens_0102,AE,244,0.21000000000000796,102.5346,102.7446,-,-,0,1,battles,243,102.5046,103.1946,-,-
S16_selected_tokens,S16_selected_tokens_0103,AE,246,0.2599999999999909,103.3058,103.5658,-,-,0,1,madden,245,103.2158,103.8858,-,-
S16_selected_tokens,S16_selected_tokens_0104,AE,248,0.269999999999996,103.9903,104.2603,-,-,0,1,madden,247,103.9103,104.5603,-,-
S16_selected_tokens,S16_selected_tokens_0105,AE,250,0.21999999999999886,104.7121,104.9321,-,-,0,1,padding,249,104.5821,105.2921,-,-
S16_selected_tokens,S16_selected_tokens_0106,AE,252,0.18999999999999773,105.4199,105.6099,-,-,0,1,padding,251,105.3099,105.9499,-,-
S16_selected_tokens,S16_selected_tokens_0107,AE,254,0.29999999999999716,106.214,106.514,-,-,0,1,saddest,253,106.004,106.944,-,-
S16_selected_tokens,S16_selected_tokens_0108,AE,256,0.23999999999999488,107.1973,107.4373,-,-,0,1,saddest,255,106.9973,107.9373,-,-
S16_selected_tokens,S16_selected_tokens_0109,AE,258,0.22999999999998977,108.221,108.451,-,-,0,1,shattered,257,108.021,108.801,-,-
S16_selected_tokens,S16_selected_tokens_0110,AE,260,0.23000000000000398,109.0847,109.3147,-,-,0,1,shattered,259,108.9047,109.6847,-,-
S16_selected_tokens,S16_selected_tokens_0111,AE,262,0.21999999999999886,109.8306,110.0506,-,-,0,1,tatters,261,109.7306,110.5006,-,-
S16_selected_tokens,S16_selected_tokens_0112,AE,264,0.20000000000000284,110.6105,110.8105,-,-,0,1,tatters,263,110.5205,111.2605,-,-
S16_selected_tokens,S16_selected_tokens_0113,AE,266,0.21999999999999886,111.3244,111.5444,-,-,0,1,battery,265,111.2844,111.9644,-,-
S16_selected_tokens,S16_selected_tokens_0114,AE,268,0.23000000000000398,112.0097,112.2397,-,-,0,1,battery,267,111.9797,112.6197,-,-
S16_selected_tokens,S16_selected_tokens_0115,AE,270,0.25,112.6938,112.9438,-,-,0,1,gatherings,269,112.6438,113.6338,-,-
S16_selected_tokens,S16_selected_tokens_0116,AE,272,0.22000000000001307,113.7027,113.9227,-,-,0,1,gatherings,271,113.6527,114.5827,-,-
S16_selected_tokens,S16_selected_tokens_0117,AE,274,0.14000000000000057,114.6972,114.8372,-,-,0,1,tattletales,273,114.6072,115.5972,-,-
S16_selected_tokens,S16_selected_tokens_0118,AE,276,0.12000000000000455,115.716,115.836,-,-,0,1,tattletales,275,115.616,116.616,-,-
S16_selected_tokens,S16_selected_tokens_0119,AE,278,0.15000000000000568,116.7434,116.8934,-,-,0,1,chattering,277,116.6334,117.3534,-,-
S16_selected_tokens,S16_selected_tokens_0120,AE,280,0.15000000000000568,117.4891,117.6391,-,-,0,1,chattering,279,117.3691,118.1391,-,-
